# Segments csv created Sun Mar  5 10:54:31 2017
# num_ytids=22160, num_segs=22160, num_unique_labels=527, num_positive_labels=52882
# YTID, start_seconds, end_seconds, positive_labels
OPS5No2zaig, 200.000, 210.000, "/m/04rlf,/m/04szw,/m/07y_7,/m/0ggq0m,/m/0l14_3"
OQIGI2OPWeg, 440.000, 450.000, "/m/07k1x,/m/08j51y"
OiNlYrlJE4g, 430.000, 440.000, "/m/03m5k,/m/04rlf,/m/04szw,/m/0fx80y,/m/0ggq0m"
Ojp9Qv0gDsA, 30.000, 40.000, "/m/015lz1,/m/01v1d8,/m/04rlf,/m/0ggx5q"
OneFrXjJGi8, 100.000, 110.000, "/m/015lz1,/m/04rlf,/m/05lls,/m/07y_7"
OoJGMj5H7Wk, 440.000, 450.000, "/m/04rlf,/m/04szw,/m/09x0r,/m/0fx80y,/m/0jtg0"
OvjmfGU4y_M, 190.000, 200.000, "/m/015lz1,/m/04rlf,/m/064t9,/m/07pws3f"
OyRtTtTSXuM, 30.000, 40.000, "/m/04rlf,/m/04szw,/m/07s72n,/m/0cfdd,/m/0glt670,/m/0m0jc"
P0vjXnnIiR4, 220.000, 230.000, "/m/01b9nn,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,/t/dd00125"
P39x5dOsJ40, 80.000, 90.000, "/m/026t6,/m/02hnl,/m/03_d0,/m/04rlf,/m/04szw"
P4Gm7QcPGFk, 130.000, 140.000, "/m/015lz1,/m/02w4v,/m/04rlf,/t/dd00032"
P5uIpVLEpm4, 160.000, 170.000, "/m/018vs,/m/0342h,/m/04rlf,/m/04szw,/m/07szfh9,/m/0fx80y,/t/dd00128"
PFa1XVCgPgM, 40.000, 50.000, "/m/015lz1,/m/01c194,/m/04rlf,/m/05lls,/m/05pd6,/m/0ggq0m"
PJUffXn-LIk, 190.000, 200.000, "/m/015lz1,/m/028ght,/m/04rlf,/m/0l14jd"
PU-4TfhBjrA, 60.000, 70.000, "/m/015lz1,/m/01swy6,/m/04rlf,/m/074ft,/m/0k65p,/m/0ytgt"
PUy3cnNk4ys, 40.000, 50.000, "/m/01jnbd,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y"
PXxMW3PFhAc, 30.000, 40.000, "/m/0342h,/m/04rlf,/m/04szw,/m/06w87,/t/dd00125"
PYAheE66kdc, 20.000, 30.000, "/m/015lz1,/m/06j6l"
P_q4EsZ1rzw, 260.000, 270.000, "/m/015lz1,/m/04rlf,/m/07sr1lc"
Pa0eg9Z1eKQ, 210.000, 220.000, "/m/01d380,/m/07k1x,/m/0_ksk"
PfO7ZVdzfZ4, 150.000, 160.000, "/m/015lz1,/m/0342h,/m/04rlf,/m/04szw,/m/05w3f,/m/0fx80y"
PkkhCW04O9k, 130.000, 140.000, "/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/0b_fwt,/m/0fx80y"
PmiH7RnCkhI, 10.000, 20.000, "/m/01jnbd,/m/02sgy,/m/04rlf,/m/04szw,/m/0fx80y"
Pn8HqUbNQAc, 30.000, 40.000, "/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/09x0r,/m/0fx80y,/m/0g12c5"
PpJKo-JPVU0, 60.000, 70.000, "/m/018j2,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y"
PpY9Sm8wWOQ, 90.000, 100.000, "/m/015y_n,/m/04rlf,/m/04szw"
PqicZqrdh0M, 210.000, 220.000, "/m/01d380,/m/07k1x,/m/0_ksk"
Pu2qr7X5azM, 450.000, 460.000, "/m/015lz1,/m/04rlf,/t/dd00004"
PuJxL6tLxm4, 110.000, 120.000, "/m/015lz1,/m/028sqc,/m/04rlf"
PyVuHAskeUg, 10.000, 20.000, "/m/01glhc,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y"
Q0VVfneN8MI, 110.000, 120.000, "/m/04rlf,/m/04rzd,/m/04szw,/m/0fx80y"
QBYT-cZqD7I, 30.000, 40.000, "/m/015lz1,/m/0z9c"
QHCHK-NPO_U, 150.000, 160.000, "/m/02p0sh1,/m/04rlf,/m/04szw,/m/0mkg"
QHat7I-tZ8o, 380.000, 390.000, "/m/015lz1,/m/016cjb,/m/04rlf"
QInS7jbJ3Ws, 80.000, 90.000, "/m/015lz1,/m/04rlf,/m/0jtg0"
QMbP3Yr2nmk, 70.000, 80.000, "/m/018vs,/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/0l14qv"
QPkpwbD9tcM, 60.000, 70.000, "/m/03p19w,/m/07k1x,/m/09x0r,/t/dd00128"
QS3DabGF41Y, 120.000, 130.000, "/m/0326g,/m/0342h,/m/04szw,/m/0fx80y"
QXxjvUnzucs, 40.000, 50.000, "/m/04rlf,/m/04szw,/m/0l156b"
QZNrK337wow, 20.000, 30.000, "/m/0342h,/m/04rlf,/m/04szw,/m/0b_fwt,/m/0fx80y,/t/dd00125"
Qf87MJcWZQI, 60.000, 70.000, "/m/015lz1,/m/04rlf,/t/dd00035"
QhrqMvGL7hY, 30.000, 40.000, "/m/03l9g,/m/07k1x"
QlnCo23tt_k, 110.000, 120.000, "/m/015lz1,/m/04rlf,/m/05lls"
QnKuwMUYhIo, 80.000, 90.000, "/m/03l9g,/m/07k1x"
Qu3RjxFqcmw, 30.000, 40.000, "/m/01d380,/m/07k1x,/m/0_ksk"
QzWWBi7grhw, 160.000, 170.000, "/m/015lz1,/m/04rlf,/m/07q4ntr"
R0drT4ocmAg, 140.000, 150.000, "/m/015lz1,/m/0gg8l"
R7xk7Dyruq4, 80.000, 90.000, "/m/015lz1,/m/01j3sz,/m/07s04w4,/m/09x0r,/t/dd00126"
RDW_kz4SXo0, 70.000, 80.000, "/m/018vs,/m/0342h,/m/04rlf,/m/04szw,/m/0b_fwt,/m/0fx80y,/t/dd00125"
RFNRR78dh-8, 80.000, 90.000, "/m/04szw,/m/0dwsp,/m/0dwt5,/m/0l14md"
RM0RELBtdfc, 490.000, 500.000, "/m/04rlf,/m/04szw,/m/05148p4,/m/0l14qv"
RSmNh8gfqg8, 240.000, 250.000, "/m/015lz1,/m/04rlf,/m/0l14jd,/t/dd00031"
RT2Ict0Orvo, 70.000, 80.000, "/m/04rlf,/m/04szw,/m/0g293,/m/0mkg"
RZ2CfJxYNks, 30.000, 40.000, "/m/0342h,/m/03r5q_,/m/04rlf,/m/04szw,/m/074ft"
RZ6BZI27gSg, 70.000, 80.000, "/m/01d380,/m/07k1x,/m/0_ksk"
Rac394119bg, 30.000, 40.000, "/m/07k1x,/m/08j51y"
Rbvd_O2_Kbo, 10.000, 20.000, "/m/015lz1,/m/0dv5r"
RdKQGIzKZ_c, 420.000, 430.000, "/m/01b9nn,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y"
Rf7vygfb7w4, 10.000, 20.000, "/m/0395lw,/m/04rlf,/m/04szw"
RrwZ9-i89lI, 200.000, 210.000, "/m/015lz1,/m/0342h,/m/04rlf,/m/05rwpb"
S2yXmXUJ5xU, 30.000, 40.000, "/m/0326g,/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/07s0s5r,/m/0fx80y,/m/0g293"
S48GsFznk50, 110.000, 120.000, "/m/02bxd,/m/04rlf,/m/04szw"
SAaZ_BOCTwY, 0.000, 10.000, "/m/015lz1,/m/04rlf,/m/0dwt5"
SFqGQ54WT9Y, 130.000, 140.000, "/m/015lz1,/m/04rlf,/m/0dq0md"
SOl0wkKO49g, 30.000, 40.000, "/m/015lz1,/m/01lyv,/m/04rlf,/m/0gg8l"
SP7hOd7odrs, 30.000, 40.000, "/m/04rlf,/m/04szw,/m/09x0r,/m/0cfdd"
S_N7rKPsSLo, 500.000, 510.000, "/m/015lz1,/m/04rlf,/m/07rwj3x,/m/09x0r,/t/dd00126"
Sdypf9Dw8Es, 30.000, 40.000, "/m/03p19w,/m/07k1x,/m/0_ksk,/t/dd00126"
SetP_RjhNUQ, 130.000, 140.000, "/m/015lz1,/m/02fxyj"
T-2QqkJi2Ec, 180.000, 190.000, "/m/015lz1,/m/04rlf,/m/07s8j8t"
T0uoYE12cnI, 240.000, 250.000, "/m/015lz1,/m/06rqw"
T7Vfwcs6L8Q, 30.000, 40.000, "/m/026t6,/m/02hnl,/m/04rlf,/m/04szw,/m/0l14qv,/t/dd00125"
T8U3ihbHh9A, 0.000, 10.000, "/m/018vs,/m/0342h,/m/04rlf,/m/04szw,/m/06by7,/m/0fx80y"
TG5UPwCDtWY, 30.000, 40.000, "/m/0342h,/m/04rlf,/m/04szw,/m/06by7,/m/0dl5d,/m/0fx80y"
TGjH3bji5Ac, 150.000, 160.000, "/m/015lz1,/m/04rlf,/m/07q4ntr,/t/dd00126"
TJrJev6Ec2o, 10.000, 20.000, "/m/015lz1,/m/07rgt08"
TL8wHn0QHIc, 100.000, 110.000, "/m/015lz1,/m/04rlf,/m/05lls"
TLMEsc_42Gw, 210.000, 220.000, "/m/015lz1,/m/0342h,/m/04rlf,/m/04szw,/m/07xzm,/m/0fx80y"
TNgTqDYl3JQ, 290.000, 300.000, "/m/015lz1,/m/0dwt5"
TObYoD2pGb0, 0.000, 10.000, "/m/01jnbd,/m/0342h,/m/04rlf,/m/04szw,/m/09x0r,/m/0fx80y,/t/dd00128"
TQLIDbgJpak, 180.000, 190.000, "/m/026t6,/m/04rlf,/m/04szw,/m/05pd6,/m/0l14md,/m/0l156b"
TZ8vo-GTOa0, 30.000, 40.000, "/m/015lz1,/m/028sqc,/m/02zsn,/m/04rlf,/t/dd00004"
Ta0GmXPnGWk, 150.000, 160.000, "/m/01b9nn,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,/t/dd00125"
TbDZszb3nNs, 140.000, 150.000, "/m/015lz1,/m/04rlf,/m/07sr1lc"
TbkxG29_QNs, 140.000, 150.000, "/m/015lz1,/m/028sqc,/m/04rlf"
TdMn-iVWc40, 470.000, 480.000, "/m/04rlf,/m/04szw,/m/0dwsp,/m/0dwt5"
TfcUrwe5wY4, 100.000, 110.000, "/m/04rlf,/m/04szw,/m/0b9m1"
TiDdR-6bIcY, 90.000, 100.000, "/m/015lz1,/m/028sqc"
TokHdpvX7Es, 30.000, 40.000, "/m/015lz1,/m/04rlf,/m/05lls,/m/0ggq0m,/m/0l14jd"
TrtetONKfvM, 10.000, 20.000, "/m/015lz1,/m/0k65p,/m/0l15bq"
Tx158wQ8QqU, 40.000, 50.000, "/m/0342h,/m/04rlf,/m/04szw,/m/06w87"
U-CqsiHbQP0, 40.000, 50.000, "/m/015lz1,/m/05lls"
U3TpCc2zHrI, 20.000, 30.000, "/m/015lz1,/m/03lty,/m/04rlf,/t/dd00036,/t/dd00126"
U8yqYlErUz8, 200.000, 210.000, "/m/04rlf,/m/04szw,/m/07xzm,/m/09x0r,/m/0fx80y"
UBAn4NNZgvg, 80.000, 90.000, "/m/015lz1,/m/016cjb,/m/02mscn,/m/03r5q_,/m/04rlf,/m/0l14jd"
UGhkOEEIRBE, 90.000, 100.000, "/m/015lz1,/m/04rlf,/m/04wptg"
UHvYrO1IGCc, 380.000, 390.000, "/m/01b9nn,/m/0342h,/m/04rlf,/m/04szw,/m/09x0r,/m/0fx80y,/m/0g12c5"
UJd8EN5-gIw, 30.000, 40.000, "/m/018j2,/m/0342h,/m/04rlf,/m/04rzd,/m/04szw,/m/0gg8l"
UMh6Cswk3-k, 200.000, 210.000, "/m/015lz1,/m/04rlf,/m/04szw,/m/05r5wn,/m/0fx80y"
URM1QgX5Ar4, 150.000, 160.000, "/m/01b9nn,/m/0342h,/m/04szw,/m/0fx80y"
US3ZL2zhXgI, 180.000, 190.000, "/m/0342h,/m/04rlf,/m/04szw,/m/07xzm,/m/09x0r,/m/0fx80y"
UVY68vFiApA, 60.000, 70.000, "/m/015lz1,/m/04rlf,/m/05fw6t"
U_pRYpFLU_w, 40.000, 50.000, "/m/015lz1,/m/03mb9,/m/074ft,/m/0ggx5q"
Uc_1PzGr5xw, 10.000, 20.000, "/m/018j2,/m/04rlf,/m/04szw,/m/09x0r,/m/0fx80y"
UmlLEH2fpsA, 200.000, 210.000, "/m/01b82r,/m/07k1x,/m/07pdjhy,/m/083vt,/m/0_ksk"
UnAYJUXMjsM, 150.000, 160.000, "/m/015lz1,/m/04rlf,/m/07sr1lc"
UnK0X1oZsWI, 30.000, 40.000, "/m/015lz1,/m/07p78v5"
UpWBYk4xLTc, 40.000, 50.000, "/m/015lz1,/m/026z9,/m/04rlf"
UxB8jlO9dRw, 80.000, 90.000, "/m/015lz1,/m/074ft"
UywrZaZK7-c, 440.000, 450.000, "/m/015lz1,/m/04rlf,/m/05pd6,/m/0g293"
V1A4wBgvPgI, 250.000, 260.000, "/m/03_d0,/m/04rlf,/m/04szw"
V5HMIxuAtv8, 30.000, 40.000, "/m/015lz1,/m/04rlf,/m/05lls,/m/05zppz,/m/09x0r,/m/0l14jd,/t/dd00003"
V90IcSuFMcA, 40.000, 50.000, "/m/0342h,/m/03lty,/m/04rlf,/m/04szw,/m/0b_fwt"
V9LAlu1EWZI, 40.000, 50.000, "/m/015lz1,/m/04rlf,/m/0gg8l"
VCrnnx9jTqs, 50.000, 60.000, "/m/026t6,/m/02hnl,/m/02k_mr,/m/04rlf,/m/04szw,/m/06rvn,/m/07s8j8t,/m/0bm02,/m/0l14md"
VD-zm-oDCTs, 10.000, 20.000, "/m/015lz1,/m/04rlf,/m/04rzd"
VD6n81CWwJA, 80.000, 90.000, "/m/01kcd,/m/03_d0,/m/04rlf,/m/04szw,/m/07gql,/m/085jw"
VJ1RqPqF9O4, 200.000, 210.000, "/m/015lz1,/m/01lyv,/m/0gg8l"
VKFgLNBpQK0, 30.000, 40.000, "/m/015lz1,/m/04rlf,/m/064t9,/m/07brj,/m/0dls3"
VKzsN75TnqE, 390.000, 400.000, "/m/01d380,/m/07k1x,/m/0_ksk"
VVG7MEhmamA, 590.000, 600.000, "/m/07k1x,/m/08j51y,/m/09x0r"
VWV9tEN16_k, 80.000, 90.000, "/m/0342h,/m/04szw,/m/06w87"
VYu0OLR-eVM, 80.000, 90.000, "/m/04rlf,/m/04szw,/m/0dwsp,/m/0dwt5,/m/0l14md"
VcvhpbcK4lo, 100.000, 110.000, "/m/01hgjl,/m/04rlf,/m/04szw,/t/dd00125"
Ve6Zy1BXBbY, 30.000, 40.000, "/m/0140xf,/m/015lz1,/m/02fxyj,/m/04rlf,/m/0l14jd,/m/0y4f8,/m/0ytgt"
VjkSu-LsBQE, 100.000, 110.000, "/m/015lz1,/t/dd00004"
Vm4RMzfvrjE, 310.000, 320.000, "/m/015lz1,/m/04rlf,/m/0l156b"
VwvikYBN28E, 170.000, 180.000, "/m/015lz1,/m/0dls3"
Vya087ERocc, 10.000, 20.000, "/m/015lz1,/m/0463cq4,/m/09x0r"
W-aZFK6pyYY, 180.000, 190.000, "/m/015lz1,/m/0ln16"
W0RsAw5T7uQ, 60.000, 70.000, "/m/015lz1,/m/01swy6,/m/0342h,/m/04rlf,/m/074ft"
W2uMfmlqJLE, 20.000, 30.000, "/m/0342h,/m/04rlf,/m/04szw,/m/0b_fwt"
W3DwueAy65k, 130.000, 140.000, "/m/01hgjl,/m/04rlf,/m/04szw"
W4nQpOHIPEw, 30.000, 40.000, "/m/0155w,/m/0342h,/m/04rlf,/m/04szw,/m/06w87,/m/0fx80y"
W5pCEmL5Rfc, 220.000, 230.000, "/m/01d380,/m/07k1x,/m/0_ksk"
W69vj4EZ2Ts, 100.000, 110.000, "/m/015lz1,/m/04rlf,/t/dd00005"
WA4P0kRomh4, 30.000, 40.000, "/m/015lz1,/m/04rlf,/m/0dls3"
WCiS9IDILQg, 60.000, 70.000, "/m/04rlf,/m/04szw,/m/07y_7,/m/0ggq0m,/m/0l14_3,/t/dd00125"
WCl93HBuj60, 490.000, 500.000, "/m/026t6,/m/03_d0,/m/04rlf,/m/04szw,/m/0l156b"
WCo_yjQMttg, 230.000, 240.000, "/m/04rlf,/m/04szw,/m/05r5wn,/m/09x0r"
WEXJSNm_T0o, 180.000, 190.000, "/m/015lz1,/m/0l14jd,/m/0y4f8,/m/0z9c"
WI2d5vDJeLo, 270.000, 280.000, "/m/018vs,/m/02fxyj,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y"
WOzDG_3PYws, 10.000, 20.000, "/m/04rlf,/m/04szw,/m/04wptg"
WPF49m1VuMo, 360.000, 370.000, "/m/015lz1,/m/03qtwd,/m/04rlf,/m/0l14jd"
WRBthmGrSUE, 30.000, 40.000, "/m/015lz1,/m/04rlf,/m/0dq0md"
WRZGYDh7qRo, 60.000, 70.000, "/m/015lz1,/m/03lty,/m/04rlf,/m/05w3f,/m/06by7,/m/074ft"
WRbanGuV__s, 60.000, 70.000, "/m/015lz1,/m/0326g,/m/04rlf"
WUJ81SYub4I, 170.000, 180.000, "/m/018vs,/m/0342h,/m/04rlf,/m/04szw,/m/09x0r,/m/0b9m1"
W_MZo88gzrA, 50.000, 60.000, "/m/015lz1,/m/05rwpb"
Wdl7A3de0L4, 120.000, 130.000, "/m/0342h,/m/04rlf,/m/04szw,/m/07xzm,/m/0fx80y,/m/0ggq0m"
WdxNikVdK-U, 410.000, 420.000, "/m/015vgc,/m/04rlf,/m/04szw,/m/0ggq0m,/m/0jtg0,/m/0l14_3"
Wh5JSj89tW8, 40.000, 50.000, "/m/0342h,/m/04rlf,/m/04szw,/m/0b_fwt,/m/0fx80y,/t/dd00125"
WjPHxUtF9go, 30.000, 40.000, "/m/0342h,/m/04rlf,/m/04szw,/m/06w87,/m/07m2kt,/m/07s0s5r,/m/0fx80y"
Wp7JyzM7HVw, 150.000, 160.000, "/m/015lz1,/m/03r5q_,/m/04rlf"
WsLoE1uWfMs, 190.000, 200.000, "/m/01d380,/m/07k1x,/m/0_ksk"
WvaIypMvAHY, 490.000, 500.000, "/m/0342h,/m/04rlf,/m/04szw,/m/09x0r,/m/0b_fwt,/m/0fx80y,/t/dd00125"
X1zFnyEe3nE, 260.000, 270.000, "/m/015lz1,/m/04rlf,/t/dd00127"
X28GWrn9LlI, 110.000, 120.000, "/m/015lz1,/m/04rlf,/m/0y4f8"
X5IdtqFf95g, 220.000, 230.000, "/m/015lz1,/m/04rlf,/m/05w3f"
X9H8FzpVL8s, 310.000, 320.000, "/m/01b9nn,/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,/m/0g12c5"
X9dcrqoyMkQ, 200.000, 210.000, "/m/015lz1,/m/04rlf,/m/0xzly"
XEne36YxyKI, 130.000, 140.000, "/m/01lyv,/m/0342h,/m/04rlf,/m/04rzd,/m/04szw,/m/0fx80y"
XHczpbtBhk4, 0.000, 10.000, "/m/02hnl,/m/04rlf,/m/04szw,/m/06by7,/m/07p6fty,/m/07sbbz2,/m/09x0r"
XILyHZyyCik, 140.000, 150.000, "/m/015lz1,/m/028sqc,/m/04rlf"
XJXn88r9ys8, 280.000, 290.000, "/m/015lz1,/m/0342h,/m/04rlf,/m/04szw,/m/05w3f,/m/0fx80y"
XOLVI1bgxqk, 170.000, 180.000, "/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/0b_fwt,/m/0fx80y"
XUzaEsoOlWQ, 180.000, 190.000, "/m/015lz1,/m/04rlf,/m/05lls,/m/0ggq0m"
XWVGQbfpA0k, 130.000, 140.000, "/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/07s0s5r,/m/0fx80y"
XWhmLbnrtd0, 160.000, 170.000, "/m/015lz1,/m/07qcpgn,/m/0l14jd,/m/0y4f8,/m/0z9c"
XWmFfFx24zs, 350.000, 360.000, "/m/015lz1,/m/04rlf,/m/0z9c"
XYQnMxWnetY, 80.000, 90.000, "/m/04rlf,/m/04szw,/m/05148p4,/m/05r5c,/m/0ggq0m"
XfJjyP-rt-k, 240.000, 250.000, "/m/01d380,/m/07k1x,/m/0_ksk"
XhV4zf-Xlmk, 170.000, 180.000, "/m/015lz1,/m/04rlf,/m/06rqw"
XhVhsLCnFmY, 60.000, 70.000, "/m/015lz1,/m/04rlf,/m/0xzly"
Ximk6BHj9nE, 30.000, 40.000, "/m/015lz1,/m/04rlf,/m/07brj,/m/0l14jd"
XjGm3Bn4j5k, 80.000, 90.000, "/m/015lz1,/m/026t6,/m/02hnl,/m/04rlf,/m/05r6t,/m/06by7,/m/07q4ntr"
Xm-PEoPcmrE, 0.000, 10.000, "/m/015lz1,/m/09x0r,/m/0l15bq,/m/0ytgt"
XmMN-6g1L8w, 130.000, 140.000, "/m/04rlf,/m/04szw,/m/07y_7,/m/0ggq0m,/m/0l14_3"
XnHAH2aPHk0, 30.000, 40.000, "/m/01jnbd,/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y"
XnibuIbqrzs, 110.000, 120.000, "/m/07k1x,/m/07qs1cx,/m/083vt"
XoTJkok3FlY, 150.000, 160.000, "/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/07m2kt,/m/0fx80y"
XwhstLcLfn8, 30.000, 40.000, "/m/0326g,/m/0342h,/m/04rlf,/m/04szw,/m/07s0s5r,/m/09x0r,/m/0fx80y,/m/0g293"
XzRxO8n3WRE, 420.000, 430.000, "/m/015vgc,/m/04rlf,/m/04szw,/m/0fx80y,/m/0ggq0m"
XzlDa1dzUh4, 0.000, 10.000, "/m/01glhc,/m/0342h,/m/04szw,/m/0fx80y"
Y6OOFbrzdP8, 30.000, 40.000, "/m/01glhc,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y"
Y8f_2TVBSU8, 200.000, 210.000, "/m/04rlf,/m/04szw,/m/0dwt5"
YBbvQ0RPrG8, 100.000, 110.000, "/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/09x0r,/m/0b_fwt,/m/0fx80y"
YDh36ZdneAU, 180.000, 190.000, "/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/09x0r,/m/0b_fwt,/m/0fx80y"
YEpjvq6S68w, 30.000, 40.000, "/m/015lz1,/m/04rlf,/m/06j64v,/m/0dq0md"
YErpnsceZw8, 50.000, 60.000, "/m/04rlf,/m/04szw,/m/07y_7,/m/0ggq0m,/m/0l14_3,/m/0z9c"
YHj6tdG-6JU, 140.000, 150.000, "/m/015lz1,/m/09x0r,/m/0l15bq"
YIpPFMSUbZc, 170.000, 180.000, "/m/015lz1,/m/0z9c"
YJKZVSvz1Bk, 100.000, 110.000, "/m/01hgjl,/m/04rlf,/m/04szw,/m/0glt670"
YL6LFjxNjiI, 10.000, 20.000, "/m/0342h,/m/04rlf,/m/04szw,/m/07q4ntr"
YODoF8e7Jlk, 170.000, 180.000, "/m/026t6,/m/02bxd,/m/04rlf,/m/04szw,/m/0l14md"
YW4AKwkpYxs, 10.000, 20.000, "/m/018vs,/m/01glhc,/m/02x8m,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y"
YZ5_iMJSlPg, 190.000, 200.000, "/m/015lz1,/m/04rlf,/m/05r6t"
Ycid0vBwqUg, 160.000, 170.000, "/m/015lz1,/m/04rlf,/m/06j6l"
YddV91xnUz4, 310.000, 320.000, "/m/015lz1,/m/06rqw"
Yj7YyxKyXPU, 60.000, 70.000, "/m/01kcd,/m/04rlf,/m/04szw,/m/07gql,/m/0ggq0m"
YjtSJDUMUqU, 200.000, 210.000, "/m/01v1d8,/m/04rlf,/m/04szw,/m/096m7z"
Yk4twV5t_EQ, 20.000, 30.000, "/m/015lz1,/m/04rlf,/m/05rwpb"
Ympy9vaioiw, 0.000, 10.000, "/m/011k_j,/m/04rlf,/m/04szw"
YqAsph_ouRM, 100.000, 110.000, "/m/04rlf,/m/04szw,/m/064t9,/m/07pt_g0,/m/0l14md"
YqZNMFyPJOQ, 240.000, 250.000, "/m/018j2,/m/04rlf,/m/04rzd,/m/04szw,/m/0fx80y"
YxkYVsE0UdQ, 50.000, 60.000, "/m/01b9nn,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y"
Z0OTDXtjK9M, 210.000, 220.000, "/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/0fx80y"
Z1MUOuRcaYA, 140.000, 150.000, "/m/018vs,/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/0fx80y,/t/dd00125"
ZCR7qJ2IgGI, 60.000, 70.000, "/m/01b82r,/m/01qbl,/m/026t6,/m/02hnl,/m/03qtq,/m/03t3fj,/m/06rvn,/m/07k1x,/m/07pdjhy,/m/083vt,/m/0bm02,/m/0l14md"
ZD6bQ3DQSLA, 210.000, 220.000, "/m/015lz1,/m/04rlf,/m/07s8j8t,/m/07sbbz2"
ZDlbmp_qaa8, 140.000, 150.000, "/m/01d380,/m/07k1x,/m/0_ksk"
ZNGJN30LCwM, 30.000, 40.000, "/m/0140xf,/m/015lz1,/m/04rlf,/m/0l14jd"
ZOGMpGQQ3FI, 30.000, 40.000, "/m/01glhc,/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt,/m/0fx80y"
ZTVMsW1h3bI, 30.000, 40.000, "/m/02w4v,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y"
ZVvX2-ldhvY, 30.000, 40.000, "/m/02rr_,/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/07m2kt,/m/0fx80y"
ZX7EzqMBjfo, 160.000, 170.000, "/m/04rlf,/m/04szw,/m/05148p4,/m/05r5c,/m/0dwt5"
ZYUAY6EN05Q, 30.000, 40.000, "/m/0140xf,/m/015lz1,/m/04rlf,/m/05rwpb"
Zc4rX7nbRW4, 190.000, 200.000, "/m/02rr_,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,/m/0g12c5"
ZdXrY1OyNxs, 520.000, 530.000, "/m/01j4z9,/m/07k1x,/m/09x0r"
ZgETi-EhDRU, 80.000, 90.000, "/m/015lz1,/m/04rlf,/m/07sbbz2"
Zrh0sk7uqBc, 130.000, 140.000, "/m/015lz1,/m/04rlf,/m/05w3f"
ZuD1jCNlTNw, 190.000, 200.000, "/m/01d380,/m/07k1x,/m/07ptzwd,/m/0838f,/m/0_ksk"
Zvvw3YKyKkc, 50.000, 60.000, "/m/015lz1,/m/04rlf,/m/05r6t"
ZxCra-ZSqww, 110.000, 120.000, "/m/015lz1,/m/07pws3f"
ZzyWbehtt0M, 30.000, 40.000, "/m/0155w,/m/015lz1,/m/015y_n,/m/01lyv,/m/04rlf,/m/06j6l,/m/0g293"
_0-2meOf9qY, 10.000, 20.000, "/m/01jnbd,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,/t/dd00125"
_2P_EJsnBls, 80.000, 90.000, "/m/015lz1,/m/04rlf,/m/06j64v"
_5b4yFTOfkU, 40.000, 50.000, "/m/015lz1,/m/015vgc"
_5fwnVeZbvI, 80.000, 90.000, "/m/015lz1,/m/02w4v,/m/04rlf,/m/074ft"
_5w5TVK5B90, 370.000, 380.000, "/m/04rlf,/m/04szw,/m/085jw,/m/0ggq0m,/m/0l14j_"
_AjXY9cHCxA, 150.000, 160.000, "/m/01b_21,/m/01kcd,/m/04rlf,/m/04szw,/m/09x0r"
_GQnXfIGNKY, 150.000, 160.000, "/m/015lz1,/m/01hgjl,/m/04rlf"
_J0wHlXPe34, 20.000, 30.000, "/m/04rlf,/m/04szw,/m/05r5wn,/m/0dwsp"
_KaRkSyELy4, 490.000, 500.000, "/m/0342h,/m/04rlf,/m/04szw,/m/09x0r,/m/0b_fwt,/m/0fx80y"
_MnugrfmJkI, 290.000, 300.000, "/m/0145m,/m/015lz1"
_Q2UKyVYp4M, 140.000, 150.000, "/m/01s0ps,/m/04rlf,/m/04szw,/m/05148p4,/m/0l14qv"
_SEgga0h1Wc, 230.000, 240.000, "/m/07k1x,/m/09x0r,/m/0llzx"
